"treat","text","prison"
0,"Because entering the united states illegally should not be a crime.","No"
0,"I think all of his available identification should be recorded in the US.  He should be deported; should he return, his information could be accessed if any action is needed.","No"
1,"he should be sentenced to jail time for illegally entering the country.  then he should be deported.","Yes"
0,"he needs to be taken to jail and wait for deportation - come in to this country illegally you should not have any rights period.","Yes"
1,"He was already deported back to his country and he came back.  I am sure he knew the consequeces of his actions and he should be punished for breaking the law.","Yes"
0,"If it is his first offense he shouldln't be put in prison at all. If anything he should be made to go back home.","No"
1,"If this person was caught doing something illegal, he should be held accountable.  If he is a violent criminal and was caught, there is no reason to give him an easy sentence when there is a 3rd strike policy in the US and this would be his.","Yes"
0,"He should not be sent to prison.  the only crime he committed was entering illegally.","No"
1,"He should be sent to prison.  He is a trouble causer that has not learned","Yes"
1,"This person has a past history of being convicted for a violent crime on 2 separate occasions.  The illegal immigration would be his third offense.","Yes"
1,"This person is guilty.  He also has a history.","Yes"
1,"Entering the USA illegally is a crime and this should be enforced.  People can not just walk into the country in front of people who have waited their turn.","Yes"
1,"He has served prison already twice. He should be deported because he obviously cannot follow our country's rules.","Yes"
0,"He should not be sent back to prison but sent back to the country where he legally resides. All illegal immigrants should be sent back to where they belong. Without exception.","No"
0,"The United States should give him a temporary visa. It should be based upon him finding work in the next 90 days and keeping out of trouble with the law.","No"
0,"The government should investigate where the man is from and why he left his home country. If he is fleeing or in danger, he should be allowed to stay. If no danger exists, the U.S. government should send him back to his country and encourage him to apply to come in legally.","No"
1,"It is illegal to enter the country with no paperwork. But, if he spends time in prison, he should not be sent back home, as it would be a double sentence.","Yes"
0,"It was a first time offense, one did not know why he did so. Depending on the reasons, one can make appropriate judgement.","Don‰Ûªt Know"
1,"He should be sent back to his home country. There is no need to keep him here and pay his expensive prison upkeep if he is not even a citizen.","No"
0,"In respect to the person the US should have one of two options for the man. Option one he is deported back to his country. Option two he is allowed to stay with the proper paperwork after he has serve his mandatory prison sentence for this crime. I'm not saying people should get away with the crime, they should know if they are going to stay here they are one of us and will pay what any other citizen would in this situation. However, they should be given the choice to stay or leave.","No"
0,"This person violated the law.  He broke the rules and did not obey them.","Yes"
0,"It is not that serious of an offense. Especially consider its her first time and nobody was injured.","No"
1,"This person meets 3 strikes criteriaentering the US illegally is a crimewhy would the government ignore the disregard for sovereignty?","Yes"
0,"The us government should repeatedly rape and tase this immigrant. This is the only way it can be assured that he will not commit the crime again.","Yes"
1,"deport this person for being here illegally","Yes"
0,"I think the US government should ask this man why he came to the united states. Based on the time he spent in the US and his reasons the gov't should consider giving him sanctuary or deporting him. I don't think he belongs in jail.","No"
0,"This person should probably be Deported back to their country. It's illegal to enter the country without proper documentation.","Yes"
1,"we he keeps committing crimes.","Yes"
0,"I think the man should be sent back to his country since he came here illegally. Since the man hasn't been incarcerated before I don't think he should be sent to prison.","No"
0,"Prison doesn't fix the problem, the man should be returned to his country if possible.  Prison should be used as a protection for the public from dangerous individuals, and as a type of rehabilitation center for those who have broken the laws of society.  Illegal immigrants usually aren't dangerous or needing redirection, their problems are elsewhere.  ","No"
0,"I don't think they should be sent to prison, jail maybe until they figure out what a reasonable punishment might be. Probably would have to deport him. ","No"
1,"Every person should follow the rules & regulations of all countries. Even he is from another country, it is illegal and morally wrong to enter a different country without legal permission / approval from the authorities. The person stated here is sentenced previously or not is not so important in this event.","Yes"
1,"The man entered the country illegally and he should be deported back to his home country. It is especially important because of his previous crimes.","Yes"
0,"I think he should be sent back home and try to enter legally. Our prisons would need to be huge to hold all people entering illegally.","No"
1,"I believe that this person should serve time in prison for his recent crime, and then be deported to his home country. Due to the severity of one of the previous crimes, I don't think leniency is appropriate.","Yes"
0,"I don't think it is a crime that should be dealt with by sending someone to prison. I think you should be deported.","No"
1,"His only violation in this case is that he was crossing the border illegally. I don't believe crossing the border illegally is a case where prison should be the punishment, regardless of prior criminal record. And so it follows that prison isn't the proper punishment here.","No"
0,"Sending this man to prison is too harsh a punishment. I believe he should meet with an immigration official so he could make a case for staying in the country. His life might be in jeopardy if he returns to his native country, and he should not be sent back.","No"
1,"Illegally entering the United States is not sufficiently severe enough, unless he caused harm to someone or their property in the process and that is what should trigger the prison sentence determination.  He would be tying up a bunk and the prison which is needed for more violent criminals.  Deport him and let his home country handle the expense of his room and board.","No"
0,"He did something illegal and people who do that are punished. One punishment is to go to jail. I'm not saying he should be punished for being from another country but he broke our laws and jail time is how we punish criminals here.","Yes"
0,"I think are prisons are already too crowded, we don't need to add illegal aliens to prisons.  He didn't do anything violent, harm any one, there is no need to imprison him.  He broke the rules by coming in here illegally, so I guess he ought to be returned with instructions on what he needs to do to get in here the right way.","No"
0,"I have a moral objection to imprisoning people for simply entering another country and living an otherwise law-abiding life. I don't think we should punish immigrants. This is a country of immigrants. European settlers immigrated here without the consent of the people native to this land. We shouldn't be hypocrites.","No"
0,"I don't think his actions are criminal enough to go to prison.  I think it is more of a civil issue, and he should be deported , or directed towards the proper procedures that will allow him to enter legally in the future. ","No"
1,"He shouldn't go to prison until he commits a crime on US soil. That does NOT include just crossing the border","No"
1,"He is more than aware that he was already deported once. The fact that he committed a violent crime is irrelevant really. If he has not committed current crimes he should just be deported unless the law states otherwise.","Don‰Ûªt Know"
1,"He should not be in the country, and he already has prior offenses, one for a violent crime. He poses a threat to the public by being free in our country, and since he has already been deported and gotten back in already, he should be put in prison and then deported again.","Yes"
0,"He did not commit a crime that would pose a danger to anyone. The point of actual imprisonment rather than other punitive methods is to isolate dangerous individuals from society at large.","No"
1,"Because he did something illegal. He broke the law and should pay the penalty.","Yes"
0,"There should be a trial first to determine why he came to the US","No"
1,"'Illegal' means against the law. Yes, if he was breaking the law to enter this country, he should go to jail.","Yes"
1,"He is a criminal who has served time before, and even been deported for violent crime. He does not seem like someone who deserves a 'second chance'.","Yes"
0,"No matter who he is, what background he has. If he did something wrong, he should be charged according to his illegal action. I think if he illegally entered , he should be kept in prison until sent back. and ask for the fees from foreign country.","Yes"
1,"He should be prosecuted because he was doing something illegal, no other reason. Technically, his criminal past makes him more at risk of engaging in criminal behaviors in the future, but he should be prosecuted based on his current offense.","Yes"
0,"Part of the reason that people want illegal criminals to be deported is so American tax money isnt used to support them in peison. If he is not violent, tax money should not be used to imprison him.","No"
0,"I think if someone is so desperate to enter the United States, provided they didn't come for nefarious reasons, they should be allowed an opportunity to be a success here. I actually think the path to citizenship should involve a brief military service. ","No"
0,"The man had no previous offenses.  I believe everyone (if they are coming here for better opportunities) should have the right to come to this country.","No"
0,"I think it's important to look at why the person entered the country in the first place.  We shouldn't punish people for our broken laws and slow systems.","No"
0,"If I were the judge, i would have him deported because he entered the U.S. illegally.","No"
1,"he should be deported once again instead of being kept in prison and using our resources, it does not seem that he will be productive after another prison sentence","No"
0,"She did commit a crime but there could be a legitimate reason as to why she did so. She could be held until her background is checked and carefully monitored as to where bouts and work for so long and required to become a gainful citizen as everyone else.","Don‰Ûªt Know"
1,"If he is an illegal immigrants who was convicted of a violent crime, previously served prison time and was deported, he should once again be deported or at least be given a fair trial. It seems like a waste of tax dollars to lock him up in prison again only to be released and live in the US anyways, unless if upon release he'd be deported, then I'd say prison time is fair. ","No"
1,"I do not know the circumstances of the violent crime. If they have had previous prison sentences, they have done their time. But """"violent crime"""" can mean anything from """"bar fight"""" to """"murder"""", so it's hard to make a judgement based on that alone.","Don‰Ûªt Know"
0,"Entering the country illegally is a federal crime. We must uphold standards and prosecute crimes to the level they have been set to.","Yes"
0,"I see distinct difference  between deportation and prison. If he is in the country illegally than he needs to be sent home. This would by default mean that he spends some time behind bars. I do not feel he needs to be sent to prison.","No"
0,"The U.S. government should let the man enroll in the process to become a United States citizen. The government should give him an ultimatum to complete the process by a set time or leave the country.","No"
0,"If they are in the country illegally they should probably go to jail.  They are committing a crime.","Yes"
0,"I believe what he did was illegal, therefore he should be punished in some way. I am not sure that arresting him and putting him in prison is the right answer. I think he should be held, interviewed, and if deemed to not be a threat, provided a way that he can become a citizen. ","Don‰Ûªt Know"
1,"I am in favor of legal immigration, however those immigrants should not be allowed to enter with past violent crimes.This man should be deported again for his offence","Yes"
1,"They should find out why he's trying to get into the us. Is there is anyway to allow him in legally. Maybe he's just trying to start fresh but was unable to enter the us any other way.","No"
0,"He shouldn't be imprisoned for trying to enter the United States. He should be either sent home, or offered a way to make his entry into the US legal. I think if someone is caught illeglally entering the US, they should be fined if they want to stay and sent home if they can't pay that or don't want to.","No"
1,"We should not spend any more money than we have to. Send him back to his home country the cheapest way possible and be done with him. Society has better things to spend their money on.","No"
1,"The U.S. government should not send this person to prison, but instead deport him again with a recommendation for prison time in his home country. He broke the law by entering the U.S. illegally and deserves to be punished, and his past record indicates that he has a greater risk of repeat offenses than the general population.","Yes"
1,"This person is a repeat criminal.  He has been guilty of violent crime in the past.  He is a danger to any society he is in.","Yes"
1,"he should be punished for his violent crime and lack of regard for other people.","Yes"
0,"She shouldn't. She should only have to pay a fine, since she is not a repeat offender.","No"
0,"Just deport him. No sense filling up our already overcrowded prisons simply for someone coming in the country illegally with no other charges against him.","No"
1,"Send the convict to a hard core prison and let them stay there for their sentence.  Then deport them back to their country of origin.","Yes"
1,"He should serve time until such time that he can be ejected from our soil.  He should then be put on some sort of watch list so that he can not re-enter our land.","Yes"
1,"If this person has been convicted of more than one serious crime, I definitely feel he should be serving time for what he's done. Of course, what the actual crime was depends on time served, but to me it doesn't matter if he's from a different country or not. ","Yes"
1,"Send him back. He's had his chance.","No"
0,"He should be given ample opportunity to understand why he chose to come here illegally.  Was his life in his own country being jeopardized?  I think it is wrong to throw people in prison when there may be a better alternative.","No"
1,"I'm not on the jury. I can't judge","Don‰Ûªt Know"
0,"He shouldn't be sent to jail, but rather deported. We shouldn't have to pay to house him and feed him while serving time. He should immediately be deported and if he wants to come to our country he should fill out the proper paperwork and go through the proper channels. ","No"
1,"The crime of illegally entering isn't an offense punishable by imprisonment. Unless his previous convictions involved illegally entering the country, I doubt they would be admissible as evidence during this case.","No"
1,"I think this person should be sent to prison, until he can once again be deported. Or have his serve his time, and then deport this individual. ","Yes"
1,"He should be sent to prison because he was already an offender. He does not deserve to come to this country illegally.","Yes"
0,"Because he broke the law, the man needs to be punished. Illegal immigration is against the law and it needs to be regulated for the betterment of our country.","Yes"
0,"I think at worst the man should be deported. Without knowing anything else about the situation, I have no reason to believe that he is a particular threat, and I know many of the people who try to cross the border, at least from the south, are pretty pathetic and jailing them would probably waste valuable resources without helping anyone.","No"
1,"No I don't think he should go to jail, I think the government should send him back to his own country and let them figure out and appropriate way to discipline him.","No"
1,"I do not think that the man should be sent to prison. I think that he should be sent back to his country again rather than being sent to prison.","No"
0,"Should be sent home.  They shouldn't be here","No"
0,"He broke the law. He should be imprisoned until his deportation. This is an illegal act. American citizens are expected to NOT commit illegal acts. Why should non-citizens be permitted to commit illegal acts? They SHOULD NOT. Any other country in the world would imprison and deport this sort of person.","Yes"
1,"I believe that this individual should be immediately deported. Placing him in a jail cell means that tax payers are providing him with lodging and food.","No"
0,"The laws of the land are exactly that. If he had been a model citizen, he should be offered a path towards citizenship if that is what he wants. Otherwise, he should elect to be deported to his home country.","Yes"
0,"His offense was an attempt at a better life, (though why he would want to come here now is beyond me). As far as we no he has not committed any other criminal acts, deport him if that is what's called for, but only that.","No"
1,"I would need more information.  I would interview the person face-to-face to make the best judgement.","Don‰Ûªt Know"
1,"He has a history of a being violent and was in prision before.  Past behavior is indicative of future behavior","Yes"
1,"He is a repeat offender. He  should get the book thrown at him.","Yes"
0,"should consider why he was illegally admitted","No"
1,"Entering the country illegally doesn't require prison time ... he should not be sent to prison because the prisons are terrible in the us, don't rehabilitate prisoners. ","No"
0,"I am into immigration but it should be legal no matter what your political identity is. The man should be educated on how to process legal immigration so that he can enter legally.","Yes"
0,"Non violent offenders should not be imprisoned.  The man should be given the chance to apply for citizenship and then released to mexican officials.  If his application is eventually accepted after being reviewed he should be allowed back in the country.","No"
1,"He has committed too many crimes not to be punished.  After a prison sentence, he should once again be deported.","Yes"
0,"I think any violation of the law comes with risks, and should be punished. The US should either send him to prison or back to his country of origin.","Yes"
0,"I do not think this man should be sent to prison.  He should be expelled from the country and have his record marked so that if he applies for legal immigration it will be noted that he  had previously attempted to enter illegally.","No"
0,"Prison serves no purpose other than costing taxpayers additional money. He should be exported to his other country.","No"
1,"Perpetrator has a history of being a violent offender. Violent offenders have a high recidivism rate to commit more violent crimes.","Yes"
1,"They should just get documentation so that it's in the system and send him back to his country. If he's caught doing it again then put him in prison. If he's already been to prison a couple of times then what's to stop him from doing the same here in America?","No"
1,"The government should imprison him.  After his prison term , he should be deported.","Yes"
1,"He has shown no regard to the laws of the country. Plus he was convitprior of a violent crime.","Yes"
0,"If their only crime is entering the country illegally, then they should be deported, not arrested. That would just be extra costs in the jail system to house them.","No"
0,"Sending him to prison would be overkill when the only crime he committed has a very simple solution - just send him back. It is very expensive to incarcerate people and he doesn't deserve that kind of punitive measure. I would send him back to the country he came from, and then if he is caught again, we can discuss jail time prior to deportation.","No"
1,"This person really should be deported as well, in my opinion.  This person is a violent criminal who has shown that he is not attempting to make a positive life for himself or contribute to the overall good of society, and instead is intent on being a criminal.  ","Yes"
1,"I believe he should be sent back to prison because he has a history of violent crime. Removal from the country didn't prevent him from returning, he should be re-incarcerated based on that history. The additional crime of re-entering the country illegally should add to the amount of time that he's required to serve.","Yes"
0,"He should be deported.  This would be the simplest resolution.","No"
0,"I think this man should be deported to his home country.  He broke the law and must pay.","No"
0,"It would be a stupid use of resources to imprison them, outrageously costly.  My understanding is that it's simply a misdemeanor anyway.  Also, we need more young workers in the system to continue paying for social security so we should be welcoming immigrants, not imprisoning them.","No"
1,"This person was a repeat offender so we do not want him in our country. As long as he did not commit a crime in our country we have nothing to convict him for and he should be deported.","Yes"
0,"The person hasn't been a violent criminal. They should be returned to their own country and let their government decide what, if any, punishment he should receive. ","No"
0,"Being that this man has no prior offenses he should serve a minimal sentence, however he did still break the law.  Once his sentence is complete this person should be deported back to his country of origin.  ","Yes"
1,"He is of a criminal element that, regardless of his nation of origin, poses a threat to citizens","Yes"
0,"I think sending him to prison will only turn him into a criminal. Instead, the government should give him a path to becoming a US citizen within a certain time frame. If he does not comply, he should be deported.","No"
0,"If that person did not enter the country through established means one might argue that the first order would necessarily be to determine why/how he was in the country. If they illegally entered the country, the first issue would be to return them to their country of origin and suggest corrective action for the home country.","No"
0,"I don't think this person should be sent to prison if he hasn't committed any other crimes. I do think he should be sent back to his own country.","No"
1,"He has past criminal behavior and a history of violence. I think he should be sent back to his own country with a warning that coming back will result in prison time.","Don‰Ûªt Know"
0,"i feel that the government should send him back or help to become a citizen.","Yes"
0,"He committed a crime so yes he should be punished for it. He should have a bond to be released on like anyone else would and sent on his way back to his country.","Yes"
1,"Simply immigrating to the United States should not be a crime. His criminal record is not good, but he has already served time for those offenses. There is nothing stopping him from turning his life around and becoming a productive American. He should not be punished unless he commits actual crimes.","No"
0,"I think prison should be reserved for certain types of criminals.  I don't think that the violations is serious enough to put someone in a prison.","No"
1,"Are you asking if he should be imprisoned for illegally entering the country?  Since your question is not clear to me, I answered I don't know.  If you are asking about imprisonment for illegal entry, I do not think he should be imprisoned here; he should be deported home, assuming he is in no danger if he is returned to his native country.","Don‰Ûªt Know"
1,"He definitely should be punished. I waver between imprisoning him here at the expense of taxpayers here, and deporting him to where he came from where he may not be punished, and might even attempt to re-enter the US.","Don‰Ûªt Know"
0,"If the only crime this individual committed was to enter the country illegally and the individual has no previous record in both the US and the county of origin the individual should then be deported back to their country of origin.","No"
0,"if he was here illegally he should just be sent back to where he came from.","No"
1,"He isn't really our problem. We should not arrest him. We should deport him. He should be arrested in his country ","Don‰Ûªt Know"
1,"He should face whatever the punishment listed for the offense is. He should have been in prison for his original crime.","Don‰Ûªt Know"
1,"The United States has a problem with violence.  People who have been convicted of a violent offense should not be allowed to immigrate to the United States.","Yes"
0,"It depends on the circumstance of this man coming into the country. If he is running from a country in which he is in danger he should not be imprisoned. If he is coming to commit crimes then he should be punished.","Don‰Ûªt Know"
1,"I don't have enough information to decide. If he committed a violent crime, that would be enough to warrant prison. But apparently he had already served the sentence for that. Being here illegally itself should not put someone in prison I would think.","Don‰Ûªt Know"
1,"The government should not hesitate to send this person back to their country of origin. Wherever they came from deport them right back because they obviously dont know what america is like","Yes"
1,"With a violent crime in his criminal history, and another prison sentence on top of that, he should at least be judged on this """"third strike"""" of sorts. That's in addition to the crime itself of illegally crossing the border.","Yes"
1,"He's clearly trouble.  He's been arrested before and may continue to violate the law if left out on the streets.  He needs to be apprehended and preferably deported.","Yes"
1,"He broke the law and is a known violent criminal. There is no reason he shouldn't go to prison.","Yes"
0,"He does not have a previous criminal record so he should not be put in jail.  The US government should give the individual a chance to file paperwork to allow him to legally live here.","No"
1,"Since he had already committed crimes before that were violent, the United States government should first send him to prison for 5 years. Afterwards, they should deport him and make sure he does not return.","Yes"
1,"I believe the offender should go to prison at minimum and should also be deported. The offender has broken the law and illegally entered the United States. He also has a violent history, and it would be dangerous to allow him to remain in the general population.","Yes"
0,"I don't think they should go to jail.  I think they should be sent back to their home country.","No"
0,"I don't think entering another country should be a crime. I think he should be allowed a pathway to earn citizenship.","No"
1,"This offender should be deported again from this country. While I am a proponent of immigrant rights the fact that this man was convicted for a violent crime makes me believe he should not be in the United States. Had he not been convicted of a violent crime I would be in favor him obtaining a work visa to stay in this country, should he desire to work, but his criminal history changes the situation in my estimation.","No"
1,"They should be deported immediately","No"
0,"That is a waste of resources.  Get them out of the country","No"
1,"He broke the law coming into the country after being deported. He will most likely do it again if deported a second time. But our prison system does so little to rehabilitate offenders, so once he gets out, it'll be the same story over again, maybe worse.","Don‰Ûªt Know"
1,"I think he should be sent to prison or sent back to his home country. He has shown that he has criminal and violent tendencies, and the safety of the people who are here legally is important.. ","Yes"
1,"They should sent the person back to their country because of their past history.They should also have them pay and taxes they owe.","Yes"
1,"As a violent offender  he may not belong in this country. He should be deported either after a prison term or in lieu of it.","Yes"
0,"He should be sent back to his country of origin. Since it is his first time, that is all the action that needs to be taken. ","No"
0,"they should be sent back to their country and face their justice system whether they pay a fine or do time in prison is up to that system","No"
1,"Well, obviously this person has a record of bad behavior. If this was his first offense then my answer would be very different. However, he is a criminal and he has entered the country illegally, so he should stand trial and go to jail. Alternately, he could just be deported, so our tax dollars wouldn't be paying for him to live. however, there's no guarantee he won't try to enter again.","Yes"
0,"The US should help him takes steps to build a life here. He has never been convicted of a crime and would be a good addition to our economy and workforce. Every person deserves an equal opportunity to build a happy life.","No"
0,"with all of the """"exceptional america"""", """"anyone can get rich"""" propaganda this country throws out(not exactly the truth since we are no longer exceptional(literacy, happiness, health care), and the fact some people are actually taking us backwards........who can blame these people for trying? And,  if we are talking about people from south america, it is our interference and OUR drug war that is making the area dangerous and poor and people dont want to live there! We shpould welcome them with open arms since we made a mess of their country!! I dont think we should do anything to some of these people. Especially if they have been here for awhile, certainly not prison!!!! ","No"
0,"I think the police should collect information on the man. I think they should confirm the truth of that information. I think they should direct the man to methods of gaining citizenship. I think they should arrange for him to follow up with them. I think they should tell him that if he does not follow up he will be automatically sent out of the country the next time he is picked up. If he does follow up they will work with him to allow him to stay in the country.","No"
0,"Sending this individual to prison is costly and does not help our society at all. By working with this individual to help him obtain a correct legal status will enable this individual to pay taxes and be a productive resident. If he is sent to jail the country will lose money; if we allow him to work and pay taxes he makes money for the government.","No"
1,"One of these previous sentences was for a violent crime and he had been deported back to his home country.","No"
1,"The person should be arrested for violation of federal immigration laws.  They should have to face a sentence in jail of 6 months to 1 year at hard labor. After serving their sentence they should be instantly deported back to their own country with the knowledge that if they offend again they face a 10 year minimum sentence before deportation, and if again after that term it is life at hard labor with no parole.","Yes"
1,"The person should be jailed. he is a repeat offender who is dangerous and needs to be locked up for a couple of years.","Yes"
1,"He's a prior offender who should have learned his lesson by now. Having been convicted of a violent crime he's clearly demonstrated that he's a threat to society. After he serves his sentence he should be deported back to his home country.","Yes"
0,"I think he should be sent back to his home country. Sending him to prison would not do anything except keep him in America and we would have to pay for his time in prison.","No"
1,"Clearly, this is a dangerous person with repeated violent behavior.  He should be sent to prison and deported to his country by all means.","Yes"
0,"I do not think that this person should be sent to prison.  I think that this person should be sent back to their home country since they are not a citizen of the United States.","No"
1,"This isn't that big of a deal. Just let it go.","No"
1,"I don't think it should matter too much. I don't really care about immigration. It's not jobs I want personally.","No"
1,"i answered that i don't know, because """"violent crime"""" is an umbrella term that can be used to describe anything.  what if he was defending his sister against a rapist and he was the one who was punished?  what if he was frequently bullied and decided to stand up for himself?  the U.S. government should take a close look at the precise factors of his history before making a decision.","Don‰Ûªt Know"
0,"Given the offender apparently has no criminal history, the U.S. government should not send him to prison. They should have him do community service or have a low bail if they intend to send him to prison.","No"
1,"He is a rock to society. He committed a violent crime and serve his time. He then showed no remorse and no new higher level respect for the US laws.","Yes"
0,"The US government should consider why this man entered the country illegally, and provide a path to legalization.","No"
0,"I think that he should have to pay a fine.  The immigration system in the US is now setting up immigrants to fail.  They make it very difficult for people to come here legally to work.","No"
0,"He is a citizen of another country so we should just send him back to that country with a warning that he may no longer enter the US. Prison sounds like too harsh of a punishment when he didn't really harm anyone.","No"
0,"I do not believe that he should be put in jail. Yes he came illegally but he committed no other offense. He has never been in jail and is is to harsh of  a sentence, simple for wanting to improve his life and that of his family.","No"
0,"No illegal immigrants should be in this country because they are not citizens. They are also likely to commit further crimes which could be prevented by arresting them.","Yes"
0,"While I do take illegal immigration seriously, I do not think based on their previous record that being sent to prison is really necessary. I think they should either be immediately forced to take the American citizenship test or sent back to their home country.","No"
0,"There should be some form of punishment, perhaps a fine or community service and a requirement and opportunity to apply for a green card.","No"
1,"He has priar arrests, which to me make me believe that he is not going to obey the law any time soon.  He needs to do prison time to show that we will not tolerate laws being broken.","Yes"
1,"If someone commits a crime they must be punished or its worthless to have laws in the first place. The government should lock them up for a time, then deport them again, or figure out a way to fix immigration so that people are able to figure out a way to come here legally.","Yes"
1,"They should hold this person in a detention center for a while. After that they should deport him and inform the police in the area he will be sent to about his prison record. If he returns, he should be locked up again.","Yes"
1,"If he breaks the law in our country then he should have to serve the punishment tht fits the crime. Just because you break a law does not make it excusable to be sent back to your country. You should serve your time and afterwoards be immediately sent back to your own country.","Yes"
1,"This man should be sent to prison. He has broken the law by entering the U.S. illegally - after having been deported once before to his home country - and he has a record of being a violent offender. He needs to be kept away from the public.","Yes"
1,"the usa should make him become a us citizen after reviewing his background and criminal history. if that is clear, they should then make him go through the process of getting a green card","No"
0,"I'd rather reserve the prisons for people who cause harm.  I don't believe that applies here.","No"
0,"I think that they should educate this guy forcibly about the correct way to enter the country and then deport him. If he should return the wrong way again for any reason then he should continue to be deported after a short but ever increasing prison term.","No"
0,"I believe illegal immigration is a victimless crime, he hasn't hurt anyone simply by coming to the United States. However, he is not a citizen and so should not be put through the judicial system. He should simply be deported back to his country of residence or sent to his countries embassy in the US for removal by them.","No"
0,"He should just be sent back to where he came from.  He has no prior crimes, so he is not a criminal, just someone who made a wrong, possibly desperate choice. ","No"
0,"If he had never been in trouble before, I would support simply deporting him.  If it was a 2nd offense, then I would support some prison time before deporting him.","No"
1,"Unless he is committing another violent offense, I do not think he deserves to go to jail.","No"
0,"With no record, I think this person should be sent back to the country he came. I do not think he should be penalised with any jail time.","No"
1,"He came into this country illegally and he had previous violent crimes on his record. Tell me why he should NOT go to prison.","Yes"
1,"This man appears to be disturbed in that he enters this country illegally and commits crimes while here.  I believe this person has a distorted view of how to live in this world and I do not think that he wants help nor does he want to live a law abiding life in the U.S.  He also, appears to be an obvious threat to others. Prison will probably not discourage this individual from entering illegally but a prison sentence might send a stronger message than simply being deported.  He did violate our laws when entering the country without permission.  This person's home country should step up and begin taking responsibility for their citizens and should try to monitor individuals deported back to the home country.","Yes"
1,"He should deport him again.  If he enters the United States again illegally, he should be sentenced to 10 years in prison.  ","Yes"
0,"It is against the law to enter the US illegally.  He should be punished according to the law","Yes"
1,"The man was in the country illegally, even after being convicted twice before. One of the convictions was for a violent crime. ","Yes"
0,"He should not be imprisoned, especially since he has not committed any other crimes. I do believe he should be deported because he illegally entered the country however.","No"
1,"Because of his violent history and because he is an illegal immigrant (key word, illegal), I think he should be deported back to his home country, and not sent to prison here.  We don't need to spend any more money on him in the United States.","No"
0,"because he didn't commit any crimes.he was just trying to be in the united states.","No"
1,"The US government should deport the man back to his home country. If he committed crimes, especially violent ones that harmed innocent lives, it is likely that he will commit them again.","Yes"
1,"I do not think that the man should spend time in prison because he has been deported for his crime. I feel that the U.S government should put this persons name and picture in a database so that he can not come back to the U.S and if he does he will be arrested.","No"
0,"He does not need to be imprisoned. We need some sort of system or fast track to get people who have illegally entered the US permanent residency or citizenship.","No"
0,"HE was convicted of illegally entering the country, his crime was entering the country. Leaving him here only exacerbates that. He should be deported.","No"
1,"This person has ignored the law of our land and committed crimes, one of which was violent in nature. This person should absolutely be sent to prison and then deported.","Yes"
1,"He should be sent to prison because what he did was illegal.  It is not okay to commit a crime and not pay for it.","Yes"
1,"The person has a record already, and has been in prison before. This person should be deported. ","Yes"
1,"He was already convicted of two offenses one of them violent. He is a danger to society","Yes"
1,"He is a repeat offender with fairly bad crimes so he deserves to be thrown into prison. He was also a violent offender which makes the prison sentence all the more necessary.","Yes"
0,"Wasting tax payers dollars to send him to jail.Just use that money and deport him.","No"
0,"I don't think that entering the country illegally is a criminal offense. People flee poverty and violence in their countries out of desperation. Many don't have the choice to come legally. Others can't wait 15-20 years when they are starving or being threatened by gangs.","No"
0,"Coming to a country without having had previous criminal convictions does not, in my opinion, indicate that the man should be sent to prison. The U.S. government should give him a chance to be able to become a U.S. citizen legally, given that he follow all the steps to achieve citizenship.","No"
1,"I am of the belief that opportunities should be given to those from different countries who want to make a better life for themselves in the United States. However, i also believe that these people should only be given 1 chance to prove that they will positively contribute to the community. If an immigrant has been here before and has a violent criminal past i do not think they should be offered another chance. Therefore, i do feel that, like any other criminal, this person should be placed in prison or deported again.","Yes"
0,"They should be deported humanely or offered a path to citizenship. He can't possibly be a contribution to society while in prison. He inevitably will, in fact, be a financial and logistical burden","No"
0,"This is not a crime worthy of putting someone in prison.  There's nothing violent and he did nothing to harm anyone else.","No"
1,"This person broke a law so that means they should be punished accordingly. Despite this person's history, this individual did something illegal and as with anyone else, they must serve the applicable sentence for the crime.","Yes"
0,"I believe he should be sent to prison because he entered the United States ILLEGALY. He should be sent back to his home country and thrown in their prison.","Yes"
0,"Because he clearly broke the law.","Yes"
1,"I think he should be imprisoned for entering illegally. However, I also think that the U.S government should work with him to legally have him enter the U.S. through the correct processes.","No"
1,"I do not believe prison would help him, he should be treated like a human being rather than an animal.    Why continue to make money off peoples suffering through prisons?","No"
1,"The man should not be sent to prison. Instead, he should not be allowed to enter the United States and should be deported back to his country. ","No"
1,"He has been guilty of a violent crime. He has been to prison before.","Yes"
1,"Due to the person's background of criminal activity, they should be held in prison while the motions are made to deport them back to their own country.  If the person had entered the country following legal protocol, the recommendation might be different. ","Yes"
0,"U.S. tax dollars should not be spent imprisoning this man. He should be sent back to where he came and disallowed from entering the country.","No"
0,"He should only be returned home because the crime is not that bad. He should be free because he didn't hurt anyone","No"
1,"I understand why people try to come here illegally, but I also understand why people would not want violent criminals. Past violent criminal records should be taken into account.","Don‰Ûªt Know"
1,"Prison wouldn't help this individual or deter him from trying to enter the US (clearly it hasn't in the past). It would also cost taxpayers less if the government took just about any other action, so I would like to know the alternatives. I would also want to know the details of his violent crime before making a decision.","No"
